---------------------------------------------------------------------------------------------------------------
Report log for 05-01-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/01/05 11:48:34, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 1, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/26 16:34:52, (0x09)U2H.MANEUVER -  Sudden brake in turn (50), Strength:1, SSN: 1, MSN: 4, Max X:-22, Max Y:13, Max Z:0, Start Speed:66, End Speed:44, Timer:2508
000: ? 2017/01/26 16:35:38, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 1, MSN: 5, Max X:-30, Max Y:-2, Max Z:0, Start Speed:28, End Speed:7, Timer:1881
000: ? 2017/01/26 16:36:36, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 1, MSN: 6, Valid GPS Samples:187, Max Y:0, Avg. Voltage On:0, No Motion Timer:29, Distance: 21, Max Voltage:0
000: ? 2017/01/26 16:38:47, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 2, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/26 16:39:02, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 2, MSN: 2, Max X:-24, Max Y:9, Max Z:0, Start Speed:31, End Speed:24, Timer:2000
000: ? 2017/01/26 16:39:05, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 2, MSN: 3, Max X:-39, Max Y:2, Max Z:0, Start Speed:24, End Speed:4, Timer:2037
000: ? 2017/01/26 16:39:25, (0x09)U2H.MANEUVER -  Sudden brake in turn (50), Strength:3, SSN: 2, MSN: 4, Max X:-15, Max Y:35, Max Z:0, Start Speed:24, End Speed:20, Timer:1662
000: ? 2017/01/26 16:40:14, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 2, MSN: 5, Max X:-27, Max Y:1, Max Z:0, Start Speed:37, End Speed:23, Timer:1640
000: ? 2017/01/26 16:41:54, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 2, MSN: 7, Max X:-29, Max Y:0, Max Z:0, Start Speed:20, End Speed:1, Timer:3331
000: ? 2017/01/26 16:43:59, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 2, MSN: 8, Valid GPS Samples:310, Max Y:0, Avg. Voltage On:0, No Motion Timer:126, Distance: 18, Max Voltage:0
000: ? 2017/01/26 16:49:17, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 3, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/26 16:49:24, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 3, MSN: 2, Max X:-8, Max Y:-51, Max Z:0, Start Speed:28, End Speed:25, Timer:3801
000: ? 2017/01/26 16:50:02, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 3, MSN: 3, Max X:-23, Max Y:8, Max Z:0, Start Speed:45, End Speed:18, Timer:1200
000: ? 2017/01/26 16:50:10, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 3, MSN: 4, Max X:6, Max Y:-37, Max Z:0, Start Speed:21, End Speed:24, Timer:3040
000: ? 2017/01/26 16:50:13, (0x09)U2H.MANEUVER -  Accelerate while in turn (41), Strength:1, SSN: 3, MSN: 5, Max X:16, Max Y:23, Max Z:0, Start Speed:24, End Speed:32, Timer:1680
000: ? 2017/01/26 16:51:03, (0x09)U2H.MANEUVER -  Sudden brake in turn (50), Strength:3, SSN: 3, MSN: 6, Max X:-34, Max Y:19, Max Z:0, Start Speed:58, End Speed:23, Timer:6307
000: ? 2017/01/26 16:51:09, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 3, MSN: 7, Max X:4, Max Y:-45, Max Z:0, Start Speed:26, End Speed:29, Timer:2081
000: ? 2017/01/26 16:51:12, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (69), Strength:3, SSN: 3, MSN: 8, Max X:9, Max Y:32, Max Z:0, Start Speed:33, End Speed:37, Timer:1322
000: ? 2017/01/26 16:52:01, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 3, MSN: 9, Max X:-1, Max Y:-23, Max Z:0, Start Speed:30, End Speed:29, Timer:5659
000: ? 2017/01/26 16:53:17, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 3, MSN: 10, Max X:-6, Max Y:-39, Max Z:0, Start Speed:19, End Speed:16, Timer:1840
000: ? 2017/01/26 16:53:19, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 3, MSN: 11, Max X:1, Max Y:-28, Max Z:0, Start Speed:16, End Speed:17, Timer:1000
000: ? 2017/01/26 16:54:11, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 3, MSN: 12, Max X:-27, Max Y:-8, Max Z:0, Start Speed:36, End Speed:26, Timer:4775
000: ? 2017/01/26 16:54:14, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 3, MSN: 13, Max X:-32, Max Y:-3, Max Z:0, Start Speed:26, End Speed:4, Timer:2088
000: ? 2017/01/26 16:54:19, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 3, MSN: 14, Valid GPS Samples:302, Max Y:0, Avg. Voltage On:0, No Motion Timer:0, Distance: 37, Max Voltage:0
000: ? 2017/01/26 16:55:53, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 4, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/26 17:00:11, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 4, MSN: 2, Valid GPS Samples:259, Max Y:0, Avg. Voltage On:0, No Motion Timer:187, Distance: 4, Max Voltage:0
000: ? 2017/01/26 18:14:21, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 5, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/26 18:16:30, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 5, MSN: 2, Max X:-25, Max Y:0, Max Z:0, Start Speed:20, End Speed:3, Timer:1856
000: ? 2017/01/26 18:17:49, (0x09)U2H.MANEUVER -  Braking while exiting turn (75), Strength:3, SSN: 5, MSN: 3, Max X:-37, Max Y:19, Max Z:0, Start Speed:71, End Speed:14, Timer:6320
000: ? 2017/01/26 18:17:56, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 5, MSN: 4, Max X:1, Max Y:-47, Max Z:0, Start Speed:22, End Speed:23, Timer:3560
000: ? 2017/01/26 18:18:39, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 5, MSN: 5, Max X:-28, Max Y:-2, Max Z:0, Start Speed:62, End Speed:29, Timer:3601
000: ? 2017/01/26 18:18:43, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 5, MSN: 6, Max X:-29, Max Y:3, Max Z:0, Start Speed:19, End Speed:7, Timer:1800
000: ? 2017/01/26 18:19:04, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 5, MSN: 7, Max X:2, Max Y:-41, Max Z:0, Start Speed:24, End Speed:25, Timer:2080
000: ? 2017/01/26 18:19:51, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 5, MSN: 8, Max X:-42, Max Y:1, Max Z:0, Start Speed:58, End Speed:5, Timer:6201
000: ? 2017/01/26 18:20:07, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:3, SSN: 5, MSN: 9, Max X:16, Max Y:-36, Max Z:0, Start Speed:20, End Speed:26, Timer:2079
000: ? 2017/01/26 18:20:41, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 5, MSN: 10, Max X:-35, Max Y:1, Max Z:0, Start Speed:52, End Speed:10, Timer:5360
000: ? 2017/01/26 18:20:50, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 5, MSN: 11, Max X:6, Max Y:-50, Max Z:0, Start Speed:23, End Speed:26, Timer:3079
000: ? 2017/01/26 18:23:02, (0x09)U2H.MANEUVER -  Sudden brake in turn (49), Strength:1, SSN: 5, MSN: 12, Max X:-17, Max Y:-22, Max Z:0, Start Speed:32, End Speed:24, Timer:1161
000: ? 2017/01/26 18:23:09, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:1, SSN: 5, MSN: 13, Max X:14, Max Y:-16, Max Z:0, Start Speed:19, End Speed:30, Timer:1441
000: ? 2017/01/26 18:23:13, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (71), Strength:1, SSN: 5, MSN: 14, Max X:6, Max Y:-25, Max Z:0, Start Speed:32, End Speed:38, Timer:2401
000: ? 2017/01/26 18:24:40, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 5, MSN: 15, Max X:-21, Max Y:-4, Max Z:0, Start Speed:78, End Speed:52, Timer:2958
000: ? 2017/01/26 18:24:42, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 5, MSN: 16, Max X:-26, Max Y:-4, Max Z:0, Start Speed:52, End Speed:38, Timer:960
000: ? 2017/01/26 18:28:54, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 5, MSN: 17, Max X:-21, Max Y:1, Max Z:0, Start Speed:113, End Speed:104, Timer:2561
000: ? 2017/01/26 18:32:26, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 5, MSN: 18, Max X:-34, Max Y:-4, Max Z:0, Start Speed:82, End Speed:72, Timer:1240
000: ? 2017/01/26 18:33:46, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 5, MSN: 19, Max X:-22, Max Y:1, Max Z:0, Start Speed:52, End Speed:40, Timer:1399
000: ? 2017/01/26 18:33:49, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 5, MSN: 20, Max X:-31, Max Y:0, Max Z:0, Start Speed:40, End Speed:19, Timer:2320
000: ? 2017/01/26 18:34:57, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:1, SSN: 5, MSN: 21, Max X:25, Max Y:0, Max Z:0, Start Speed:0, End Speed:18, Timer:7738
000: ? 2017/01/26 18:46:47, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 5, MSN: 22, Max X:-21, Max Y:1, Max Z:0, Start Speed:82, End Speed:60, Timer:3151
000: ? 2017/01/26 18:48:30, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 5, MSN: 23, Max X:2, Max Y:21, Max Z:0, Start Speed:36, End Speed:38, Timer:1436
000: ? 2017/01/26 18:48:38, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 5, MSN: 24, Max X:1, Max Y:20, Max Z:0, Start Speed:46, End Speed:48, Timer:1160
000: ? 2017/01/26 18:49:07, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 5, MSN: 25, Max X:-21, Max Y:3, Max Z:0, Start Speed:90, End Speed:80, Timer:1402
000: ? 2017/01/26 18:50:18, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 5, MSN: 26, Max X:-23, Max Y:1, Max Z:0, Start Speed:87, End Speed:54, Timer:4000
000: ? 2017/01/26 18:50:39, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (69), Strength:1, SSN: 5, MSN: 27, Max X:12, Max Y:28, Max Z:0, Start Speed:22, End Speed:31, Timer:2371
000: ? 2017/01/26 18:51:27, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 5, MSN: 28, Max X:-24, Max Y:0, Max Z:0, Start Speed:43, End Speed:22, Timer:1920
000: ? 2017/01/26 18:51:43, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (71), Strength:1, SSN: 5, MSN: 29, Max X:8, Max Y:-29, Max Z:0, Start Speed:20, End Speed:26, Timer:3808
000: ? 2017/01/26 18:54:05, (0x09)U2H.MANEUVER -  Sudden brake in turn (50), Strength:3, SSN: 5, MSN: 30, Max X:-38, Max Y:53, Max Z:0, Start Speed:10, End Speed:5, Timer:3529
000: ? 2017/01/26 18:54:47, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 5, MSN: 31, Valid GPS Samples:2366, Max Y:0, Avg. Voltage On:0, No Motion Timer:43, Distance: 461, Max Voltage:0
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
Report log for 27-01-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/01/27 11:58:08, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 1, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/27 11:58:40, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 1, MSN: 2, Max X:0, Max Y:-26, Max Z:0, Start Speed:13, End Speed:13, Timer:1720
000: ? 2017/01/27 11:58:43, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:1, SSN: 1, MSN: 3, Max X:10, Max Y:-24, Max Z:0, Start Speed:13, End Speed:15, Timer:1720
000: ? 2017/01/27 12:01:10, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:1, SSN: 1, MSN: 4, Max X:6, Max Y:-25, Max Z:0, Start Speed:16, End Speed:19, Timer:2402
000: ? 2017/01/27 12:01:46, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 1, MSN: 5, Max X:-31, Max Y:1, Max Z:0, Start Speed:23, End Speed:1, Timer:2357
000: ? 2017/01/27 12:02:23, (0x09)U2H.MANEUVER -  Accelerate into turn (25), Strength:3, SSN: 1, MSN: 6, Max X:25, Max Y:-36, Max Z:0, Start Speed:9, End Speed:34, Timer:3481
000: ? 2017/01/27 12:02:48, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 1, MSN: 7, Max X:-33, Max Y:-1, Max Z:0, Start Speed:46, End Speed:13, Timer:2729
000: ? 2017/01/27 12:04:20, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 1, MSN: 8, Max X:-30, Max Y:0, Max Z:0, Start Speed:23, End Speed:8, Timer:2241
000: ? 2017/01/27 12:05:39, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 1, MSN: 9, Max X:-32, Max Y:0, Max Z:0, Start Speed:24, End Speed:3, Timer:2031
000: ? 2017/01/27 12:06:08, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:1, SSN: 1, MSN: 10, Max X:25, Max Y:-1, Max Z:0, Start Speed:0, End Speed:28, Timer:3240
000: ? 2017/01/27 12:06:33, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 1, MSN: 11, Max X:2, Max Y:33, Max Z:0, Start Speed:44, End Speed:47, Timer:3042
000: ? 2017/01/27 12:07:13, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 1, MSN: 12, Max X:-5, Max Y:-39, Max Z:0, Start Speed:26, End Speed:22, Timer:2400
000: ? 2017/01/27 12:08:07, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 1, MSN: 13, Valid GPS Samples:599, Max Y:0, Avg. Voltage On:0, No Motion Timer:43, Distance: 27, Max Voltage:0
000: ? 2017/01/27 12:15:22, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 2, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/27 12:15:58, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 2, MSN: 2, Max X:-30, Max Y:-8, Max Z:0, Start Speed:63, End Speed:34, Timer:4160
000: ? 2017/01/27 12:16:08, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (71), Strength:1, SSN: 2, MSN: 3, Max X:7, Max Y:-22, Max Z:0, Start Speed:34, End Speed:39, Timer:2120
000: ? 2017/01/27 12:16:29, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 2, MSN: 4, Max X:-34, Max Y:0, Max Z:0, Start Speed:40, End Speed:1, Timer:4819
000: ? 2017/01/27 12:19:55, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 2, MSN: 5, Max X:-23, Max Y:6, Max Z:0, Start Speed:47, End Speed:38, Timer:1162
000: ? 2017/01/27 12:25:29, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (69), Strength:3, SSN: 2, MSN: 6, Max X:10, Max Y:34, Max Z:0, Start Speed:15, End Speed:19, Timer:1880
000: ? 2017/01/27 12:26:34, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 2, MSN: 7, Max X:-33, Max Y:-5, Max Z:0, Start Speed:16, End Speed:8, Timer:880
000: ? 2017/01/27 12:27:04, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 2, MSN: 8, Valid GPS Samples:700, Max Y:0, Avg. Voltage On:0, No Motion Timer:29, Distance: 26, Max Voltage:0
000: ? 2017/01/27 12:31:05, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 1, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/27 12:31:20, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 3, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/27 12:31:44, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:3, SSN: 1, MSN: 2, Max X:38, Max Y:1, Max Z:0, Start Speed:20, End Speed:33, Timer:1560
000: ? 2017/01/27 12:31:46, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 3, MSN: 2, Max X:-24, Max Y:4, Max Z:0, Start Speed:21, End Speed:15, Timer:1759
000: ? 2017/01/27 12:31:56, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:3, SSN: 3, MSN: 3, Max X:34, Max Y:-13, Max Z:0, Start Speed:6, End Speed:20, Timer:1079
000: ? 2017/01/27 12:32:01, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 1, MSN: 3, Max X:-54, Max Y:0, Max Z:0, Start Speed:49, End Speed:19, Timer:3840
000: ? 2017/01/27 12:32:12, (0x09)U2H.MANEUVER -  Sudden brake in turn (50), Strength:3, SSN: 1, MSN: 4, Max X:-18, Max Y:39, Max Z:0, Start Speed:26, End Speed:21, Timer:5158
000: ? 2017/01/27 12:32:15, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 1, MSN: 5, Max X:9, Max Y:-66, Max Z:0, Start Speed:21, End Speed:27, Timer:2000
000: ? 2017/01/27 12:32:32, (0x09)U2H.MANEUVER -  Turning (53), Strength:3, SSN: 1, MSN: 6, Max X:-6, Max Y:69, Max Z:0, Start Speed:33, End Speed:29, Timer:2480
000: ? 2017/01/27 12:32:47, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 1, MSN: 7, Max X:-30, Max Y:-3, Max Z:0, Start Speed:38, End Speed:19, Timer:1560
000: ? 2017/01/27 12:32:58, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 1, MSN: 8, Max X:-63, Max Y:1, Max Z:0, Start Speed:15, End Speed:2, Timer:1400
000: ? 2017/01/27 12:33:13, (0x09)U2H.MANEUVER -  Accelerate into turn (25), Strength:3, SSN: 1, MSN: 9, Max X:25, Max Y:-21, Max Z:0, Start Speed:7, End Speed:23, Timer:1080
000: ? 2017/01/27 12:34:08, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 1, MSN: 10, Max X:-41, Max Y:10, Max Z:0, Start Speed:39, End Speed:31, Timer:1320
000: ? 2017/01/27 12:34:18, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (69), Strength:3, SSN: 1, MSN: 11, Max X:16, Max Y:42, Max Z:0, Start Speed:21, End Speed:32, Timer:3307
000: ? 2017/01/27 12:34:35, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 3, MSN: 4, Valid GPS Samples:190, Max Y:0, Avg. Voltage On:0, No Motion Timer:22, Distance: 3, Max Voltage:0
000: ? 2017/01/27 12:34:42, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 1, MSN: 12, Max X:-37, Max Y:-1, Max Z:0, Start Speed:23, End Speed:7, Timer:840
000: ? 2017/01/27 12:38:21, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 4, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/27 12:39:27, (0x09)U2H.MANEUVER -  Sudden brake in turn (49), Strength:1, SSN: 1, MSN: 13, Max X:-8, Max Y:-27, Max Z:0, Start Speed:9, End Speed:8, Timer:1480
000: ? 2017/01/27 12:39:50, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 1, MSN: 14, Max X:-25, Max Y:1, Max Z:0, Start Speed:43, End Speed:37, Timer:1881
000: ? 2017/01/27 12:39:56, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 1, MSN: 15, Max X:-42, Max Y:-2, Max Z:0, Start Speed:33, End Speed:5, Timer:2160
000: ? 2017/01/27 12:40:07, (0x09)U2H.MANEUVER -  Accelerate into turn (25), Strength:1, SSN: 1, MSN: 16, Max X:24, Max Y:-16, Max Z:0, Start Speed:1, End Speed:8, Timer:1120
000: ? 2017/01/27 12:40:16, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 4, MSN: 2, Valid GPS Samples:112, Max Y:0, Avg. Voltage On:0, No Motion Timer:64, Distance: 2, Max Voltage:0
000: ? 2017/01/27 12:40:36, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 1, MSN: 17, Max X:-33, Max Y:14, Max Z:0, Start Speed:28, End Speed:23, Timer:1360
000: ? 2017/01/27 12:41:32, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 1, MSN: 18, Max X:-21, Max Y:0, Max Z:0, Start Speed:40, End Speed:32, Timer:2200
000: ? 2017/01/27 12:41:35, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 1, MSN: 19, Max X:-35, Max Y:2, Max Z:0, Start Speed:19, End Speed:2, Timer:1721
000: ? 2017/01/27 12:41:49, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 1, MSN: 20, Max X:7, Max Y:-41, Max Z:0, Start Speed:13, End Speed:18, Timer:2957
000: ? 2017/01/27 12:42:07, (0x09)U2H.MANEUVER -  Turning (53), Strength:3, SSN: 1, MSN: 21, Max X:-6, Max Y:42, Max Z:0, Start Speed:25, End Speed:22, Timer:2400
000: ? 2017/01/27 12:42:46, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 1, MSN: 22, Max X:-38, Max Y:6, Max Z:0, Start Speed:23, End Speed:10, Timer:839
000: ? 2017/01/27 12:42:48, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 1, MSN: 23, Max X:-43, Max Y:0, Max Z:0, Start Speed:10, End Speed:0, Timer:949
000: ? 2017/01/27 12:42:53, (0x09)U2H.MANEUVER -  Accelerate while in turn (41), Strength:1, SSN: 1, MSN: 24, Max X:16, Max Y:23, Max Z:0, Start Speed:13, End Speed:19, Timer:1360
000: ? 2017/01/27 12:43:11, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 1, MSN: 25, Max X:-38, Max Y:-5, Max Z:0, Start Speed:25, End Speed:17, Timer:1928
000: ? 2017/01/27 12:43:32, (0x09)U2H.MANEUVER -  Braking while exiting turn (77), Strength:3, SSN: 1, MSN: 26, Max X:-14, Max Y:-51, Max Z:0, Start Speed:18, End Speed:12, Timer:1918
000: ? 2017/01/27 12:43:53, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 1, MSN: 27, Max X:-46, Max Y:-2, Max Z:0, Start Speed:25, End Speed:15, Timer:1624
000: ? 2017/01/27 12:44:04, (0x09)U2H.MANEUVER -  Accelerate into turn (23), Strength:1, SSN: 1, MSN: 28, Max X:13, Max Y:15, Max Z:0, Start Speed:8, End Speed:17, Timer:1840
000: ? 2017/01/27 12:44:19, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 1, MSN: 29, Max X:-28, Max Y:8, Max Z:0, Start Speed:17, End Speed:5, Timer:920
000: ? 2017/01/27 12:52:30, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 1, MSN: 30, Max X:-51, Max Y:0, Max Z:0, Start Speed:14, End Speed:0, Timer:1139
000: ? 2017/01/27 12:54:06, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:1, SSN: 1, MSN: 31, Max X:20, Max Y:-5, Max Z:0, Start Speed:3, End Speed:31, Timer:3103
000: ? 2017/01/27 12:54:43, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 1, MSN: 32, Max X:-22, Max Y:3, Max Z:0, Start Speed:28, End Speed:22, Timer:3160
000: ? 2017/01/27 12:55:12, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 1, MSN: 33, Max X:-9, Max Y:-43, Max Z:0, Start Speed:24, End Speed:19, Timer:1080
000: ? 2017/01/27 12:55:13, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 1, MSN: 34, Max X:-4, Max Y:-47, Max Z:0, Start Speed:19, End Speed:17, Timer:1068
000: ? 2017/01/27 12:55:21, (0x09)U2H.MANEUVER -  Sudden brake in turn (49), Strength:1, SSN: 1, MSN: 35, Max X:-13, Max Y:-17, Max Z:0, Start Speed:19, End Speed:15, Timer:1040
000: ? 2017/01/27 12:55:22, (0x09)U2H.MANEUVER -  Braking into turn (35), Strength:1, SSN: 1, MSN: 36, Max X:-20, Max Y:11, Max Z:0, Start Speed:15, End Speed:8, Timer:1040
000: ? 2017/01/27 12:55:38, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 1, MSN: 37, Valid GPS Samples:1474, Max Y:0, Avg. Voltage On:0, No Motion Timer:15, Distance: 46, Max Voltage:0
000: ? 2017/01/27 15:47:01, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 1, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/27 15:48:01, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 1, MSN: 2, Max X:-8, Max Y:-55, Max Z:0, Start Speed:18, End Speed:14, Timer:1840
000: ? 2017/01/27 15:48:39, (0x09)U2H.MANEUVER -  Braking while exiting turn (77), Strength:1, SSN: 1, MSN: 3, Max X:-9, Max Y:-31, Max Z:0, Start Speed:18, End Speed:15, Timer:1079
000: ? 2017/01/27 15:48:44, (0x09)U2H.MANEUVER -  Turning (53), Strength:3, SSN: 1, MSN: 4, Max X:3, Max Y:39, Max Z:0, Start Speed:14, End Speed:15, Timer:1794
